Transcript	circles	same_start	same_end	overlapping	within
NM_001033858	10:14928016-14935564	.	.	.	.
NM_139283	12:110536924-110546078	.	.	.	.
NM_001127366	2:222220140-222232283	.	.	.	.
NM_006002	13:75560753-75569507,13:75566695-75623320	.	.	13:75566695-75623320|13:75560753-75569507,	.
NM_003074	3:47661294-47678311	.	.	.	.
NM_001303489	10:49879673-49935142,10:49915917-49935142	.	10:49915917-49935142|10:49879673-49935142,	.	.
NM_001303487	10:49879673-49935142,10:49915917-49935142	.	10:49915917-49935142|10:49879673-49935142,	.	.
NM_001303486	10:49879673-49935142,10:49915917-49935142	.	10:49915917-49935142|10:49879673-49935142,	.	.
NM_001297548	5:43161249-43161931	.	.	.	.
NM_005923	6:136669283-136698682,6:136694140-136698682,6:136694140-136720589	6:136694140-136720589|6:136694140-136698682,	6:136694140-136698682|6:136669283-136698682,	6:136694140-136720589|6:136669283-136698682,	.
NM_005922	6:161034259-161049979,6:161048616-161049979	.	6:161034259-161049979|6:161048616-161049979,	.	.
NM_001257069	4:152411303-152412529	.	.	.	.
NM_001173128	1:28742403-28743986	.	.	.	.
NM_032134	17:76287192-76304941	.	.	.	.
NM_152408	5:75685207-75702810	.	.	.	.
NM_018407	8:97805353-97825153	.	.	.	.
NR_110297	10:14928016-14935564	.	.	.	.
NM_024666	15:67231814-67236820	.	.	.	.
NM_005858	19:15355307-15373340	.	.	.	.
NR_033142	1:53796689-53832591	.	.	.	.
NM_005631	7:129205203-129206587	.	.	.	.
NM_001190964	13:20002850-20006586,13:20051433-20067390,13:20064451-20083032	.	.	13:20064451-20083032|13:20051433-20067390,	.
NM_001190965	13:20002850-20006586,13:20051433-20067390,13:20064451-20083032	.	.	13:20064451-20083032|13:20051433-20067390,	.
NM_152715	11:121045674-121060085	.	.	.	.
NM_032221	20:41533050-41551360	.	.	.	.
NM_001252613	2:71355719-71380565,2:71396141-71418639	.	.	.	.
NM_001252612	2:71355719-71380565,2:71396141-71418639	.	.	.	.
NM_001020658	1:30992390-30995220,1:30992390-31007102	1:30992390-30995220|1:30992390-31007102,	.	.	.
NM_001172221	1:41070595-41075451,1:41113283-41143112	.	.	.	.
NM_001172220	1:41070595-41075451,1:41113283-41143112	.	.	.	.
NM_014180	5:154950821-154967237	.	.	.	.
NM_001288977	22:41636113-41637791	.	.	.	.
NM_001288976	22:41636113-41637791	.	.	.	.
NM_001288978	22:41636113-41637791	.	.	.	.
NM_015320	2:130930952-130946635	.	.	.	.
NR_026590	6:4891713-4892379	.	.	.	.
NM_018248	4:177353308-177353728,4:177353308-177360677	4:177353308-177360677|4:177353308-177353728,	.	.	.
NM_018249	9:120437295-120448126	.	.	.	.
NM_013438	9:83677727-83686155,9:83678441-83686155	.	9:83678441-83686155|9:83677727-83686155,	.	.
NM_015453	3:9383199-9384825	.	.	.	.
NM_014451	7:33146242-33177591	.	.	.	.
NM_014982	14:71045133-71076419	.	.	.	.
NM_001134367	3:14443624-14447816,3:14443624-14478568	3:14443624-14447816|3:14443624-14478568,	.	.	.
NM_015697	4:83267586-83279114	.	.	.	.
NM_014458	1:173733713-173734286	.	.	.	.
NM_001166104	4:148435104-148436862	.	.	.	.
NM_183227	6:57193842-57210445	.	.	.	.
NM_015210	18:8714139-8720496,18:8718424-8720496	.	18:8718424-8720496|18:8714139-8720496,	.	.
NR_039973	1:15872816-15922349	.	.	.	.
NM_001242900	22:50372020-50394135	.	.	.	.
NM_001283044	14:35595634-35635598	.	.	.	.
NM_005147	16:4441375-4455780	.	.	.	.
NM_001283043	14:35595634-35635598	.	.	.	.
NM_001301098	11:130260856-130261929	.	.	.	.
NM_001301099	11:130260856-130261929	.	.	.	.
NM_001301700	1:44284835-44339322,1:44308310-44339322	.	1:44284835-44339322|1:44308310-44339322,	.	.
NM_001303037	7:24620052-24668660,7:24623663-24650712,7:24623663-24668660,7:24623663-24680520,7:24623666-24650712,7:24623666-24668660	7:24623666-24668660|7:24623666-24650712,7:24623663-24650712|7:24623663-24680520|7:24623663-24668660,	7:24623663-24650712|7:24623666-24650712,7:24623666-24668660|7:24620052-24668660|7:24623663-24668660,	7:24623663-24680520|7:24620052-24668660,7:24623663-24650712|7:24623666-24668660,	7:24623663-24650712|7:24623666-24650712|7:24620052-24668660,7:24623666-24650712|7:24623663-24668660,7:24623663-24680520|7:24623666-24668660|7:24623666-24650712,
NM_001267580	15:90976676-90981981	.	.	.	.
NM_001198852	1:42227883-42323827,1:42265115-42278784	.	.	.	1:42227883-42323827|1:42265115-42278784,
NM_001198850	1:42227883-42323827,1:42265115-42278784	.	.	.	1:42227883-42323827|1:42265115-42278784,
NM_001198851	1:42227883-42323827,1:42265115-42278784	.	.	.	1:42227883-42323827|1:42265115-42278784,
NM_012294	7:22291175-22318037,7:22308339-22318037	.	7:22291175-22318037|7:22308339-22318037,	.	.
NM_001301072	6:161034259-161049979,6:161048616-161049979	.	6:161034259-161049979|6:161048616-161049979,	.	.
NM_012102	1:8495063-8557523,1:8495063-8614686,1:8541214-8593175,1:8655973-8656441	1:8495063-8557523|1:8495063-8614686,	.	1:8541214-8593175|1:8495063-8557523,	1:8541214-8593175|1:8495063-8614686,
NM_001284243	10:84417771-84438707	.	.	.	.
NM_001284242	10:84417771-84438707	.	.	.	.
NM_001284241	10:84371014-84373815	.	.	.	.
NM_001284240	10:84371014-84373815,10:84417771-84438707	.	.	.	.
NM_201440	12:42374863-42398994	.	.	.	.
NM_174902	11:36227085-36227430	.	.	.	.
NM_000534	2:189791790-189818180	.	.	.	.
NR_037916	X:123885631-123892773	.	.	.	.
NM_001184747	11:117152441-117163892	.	.	.	.
NM_020803	4:87195324-87195690	.	.	.	.
NM_178039	12:1027748-1028572,12:1167903-1190052,12:1180540-1190052,12:1236769-1290012,12:1236769-1319288,12:1236769-1371977	12:1236769-1319288|12:1236769-1371977|12:1236769-1290012,	12:1180540-1190052|12:1167903-1190052,	.	.
NM_020207	9:95897849-95928864,9:95978061-96004701	.	.	.	.
NM_001626	19:40255158-40265351	.	.	.	.
NM_015910	2:63433745-63439871	.	.	.	.
NM_021622	10:122392303-122424959,10:122406576-122424959	.	10:122406576-122424959|10:122392303-122424959,	.	.
NM_001142434	10:101792839-101810314	.	.	.	.
NM_001174151	3:93995874-94003908	.	.	.	.
NM_001174150	3:93995874-94003908	.	.	.	.
NM_004728	10:68959806-68960249	.	.	.	.
NM_001174156	10:75150514-75151106	.	.	.	.
NM_001042603	12:350621-354234	.	.	.	.
NM_001308116	3:170122591-170129552,3:170136419-170149244	.	.	.	.
NM_184234	20:35714185-35725155,20:35721740-35725155	.	20:35714185-35725155|20:35721740-35725155,	.	.
NM_001008726	14:63598756-63599973	.	.	.	.
NM_001159927	3:48373308-48382085	.	.	.	.
NM_001135589	1:117911994-117918736	.	.	.	.
NM_004544	2:239987516-240022340,2:239990074-240007370	.	.	.	2:239990074-240007370|2:239987516-240022340,
NM_001290020	10:27981466-27985211	.	.	.	.
NM_001290021	10:27981466-27985211	.	.	.	.
NM_001172828	1:28742403-28743986	.	.	.	.
NM_207102	3:48373308-48382085	.	.	.	.
NM_001042734	4:109506328-109539667	.	.	.	.
NR_046386	9:6420912-6434173	.	.	.	.
NM_001308025	15:89594415-89595611	.	.	.	.
NM_001134368	3:14443624-14447816,3:14443624-14478568	3:14443624-14447816|3:14443624-14478568,	.	.	.
NM_000245	7:116699071-116700284	.	.	.	.
NM_001167608	2:226864604-226914351	.	.	.	.
NM_001134363	10:110780801-110799918	.	.	.	.
NM_001164556	1:231795242-231818517	.	.	.	.
NM_139057	15:100152612-100199423	.	.	.	.
NM_001130481	2:58159650-58165874	.	.	.	.
NM_145207	4:122927634-122979386	.	.	.	.
NM_001242600	20:35714185-35725155,20:35721740-35725155	.	20:35714185-35725155|20:35721740-35725155,	.	.
NM_012470	7:129014979-129018157	.	.	.	.
NM_001017415	1:62443159-62448666,1:62444738-62447511,1:62444738-62448666	1:62444738-62447511|1:62444738-62448666,	1:62443159-62448666|1:62444738-62448666,	.	1:62443159-62448666|1:62444738-62447511,
NM_001017416	1:62443159-62448666,1:62444738-62447511,1:62444738-62448666	1:62444738-62447511|1:62444738-62448666,	1:62443159-62448666|1:62444738-62448666,	.	1:62443159-62448666|1:62444738-62447511,
NM_015566	5:74813840-74841679,5:74834426-74841679	.	5:74813840-74841679|5:74834426-74841679,	.	.
NM_001080449	10:68459104-68470163,10:68468123-68470163	.	10:68468123-68470163|10:68459104-68470163,	.	.
NM_022365	10:21882282-21920963,10:21904522-21920963	.	10:21882282-21920963|10:21904522-21920963,	.	.
NM_182960	5:145796442-145826200	.	.	.	.
NM_006766	8:42048378-42049707	.	.	.	.
NM_006386	22:38494630-38501280	.	.	.	.
NM_024581	6:119006447-119016944	.	.	.	.
NM_006541	10:130145211-130166980	.	.	.	.
NM_001303106	2:108839185-108856970	.	.	.	.
NM_001303105	2:108839185-108856970	.	.	.	.
NM_001278163	11:33286413-33287511	.	.	.	.
NM_006765	8:15650697-15673836	.	.	.	.
NM_005772	9:4860125-4860901	.	.	.	.
NR_073070	4:55411614-55417985	.	.	.	.
NM_001186	21:29321221-29329693,21:29326059-29329693	.	21:29326059-29329693|21:29321221-29329693,	.	.
NM_005445	10:110596398-110598290	.	.	.	.
NM_002715	5:134199086-134206131	.	.	.	.
NM_080836	20:2116666-2117415	.	.	.	.
NM_003664	5:78089393-78165672	.	.	.	.
NM_001278579	2:147896301-147899898	.	.	.	.
NR_110282	11:117152441-117163892	.	.	.	.
NM_005845	13:95161189-95170628	.	.	.	.
NR_073446	9:92256680-92269983	.	.	.	.
NM_001190796	3:136945583-136946295	.	.	.	.
NM_001014972	2:71355719-71380565,2:71396141-71418639	.	.	.	.
NM_032217	4:73085249-73092300,4:73090667-73092300,4:73118688-73125312	.	4:73085249-73092300|4:73090667-73092300,	.	.
NM_003718	7:39987599-39988258,7:39987599-40002031	7:39987599-40002031|7:39987599-39988258,	.	.	.
NM_001144917	10:121564502-121565704	.	.	.	.
NM_001144914	10:121564502-121565704	.	.	.	.
NM_001144915	10:121564502-121565704	.	.	.	.
NM_001144913	10:121564502-121565704	.	.	.	.
NM_152383	2:232014835-232030080	.	.	.	.
NM_005934	19:6230570-6270759	.	.	.	.
NM_005935	4:87046166-87047594	.	.	.	.
NM_001256053	10:27022558-27048979,10:27037186-27048979	.	10:27037186-27048979|10:27022558-27048979,	.	.
NM_001193531	12:111933886-111943369	.	.	.	.
NM_001006623	2:127763062-127771004	.	.	.	.
NM_001006622	2:127763062-127771004	.	.	.	.
NM_001256121	1:32825313-32834061	.	.	.	.
NM_014990	14:35595634-35635598	.	.	.	.
NR_027655	21:29321221-29329693,21:29326059-29329693	.	21:29326059-29329693|21:29321221-29329693,	.	.
NM_001190482	9:76067955-76107351	.	.	.	.
NM_032679	19:51860904-51877377,19:51877282-51880877	.	.	19:51877282-51880877|19:51860904-51877377,	.
NM_052937	8:51860845-51861246	.	.	.	.
NM_015269	1:52515891-52526373	.	.	.	.
NM_015265	2:199368605-199433514	.	.	.	.
NM_052817	X:107840670-107854704	.	.	.	.
NM_021964	3:125277726-125331238,3:125313308-125331238	.	3:125313308-125331238|3:125277726-125331238,	.	.
NM_015263	15:51535663-51568558	.	.	.	.
NM_022458	7:156756393-156826744	.	.	.	.
NM_001270950	18:62348168-62349937	.	.	.	.
NM_001270951	18:62348168-62349937	.	.	.	.
NM_001270952	13:75560753-75569507,13:75566695-75623320	.	.	13:75566695-75623320|13:75560753-75569507,	.
NM_022455	5:177209636-177212195	.	.	.	.
NM_015001	1:15872816-15876678,1:15872816-15922349	1:15872816-15922349|1:15872816-15876678,	.	.	.
NR_003031	2:202290323-202295837	.	.	.	.
NM_005153	16:84740309-84745673	.	.	.	.
NM_005151	18:196637-204692	.	.	.	.
NM_001256838	19:36626130-36627546	.	.	.	.
NM_014847	1:154251041-154251653	.	.	.	.
NM_002896	11:66639700-66640123	.	.	.	.
NM_053067	9:83677727-83686155,9:83678441-83686155	.	9:83678441-83686155|9:83677727-83686155,	.	.
NM_001301248	12:1027748-1028572,12:1167903-1190052,12:1180540-1190052,12:1236769-1290012,12:1236769-1319288,12:1236769-1371977	12:1236769-1319288|12:1236769-1371977|12:1236769-1290012,	12:1180540-1190052|12:1167903-1190052,	.	.
NM_001431	6:130955105-130956499	.	.	.	.
NM_004152	19:2271385-2273160	.	.	.	.
NM_001284277	22:27873738-27897892	.	.	.	.
NM_001284274	10:91425281-91462184	.	.	.	.
NM_001284271	6:100766565-100806070,6:100798713-100805880	.	.	.	6:100766565-100806070|6:100798713-100805880,
NM_001284278	22:27873738-27897892	.	.	.	.
NM_033305	9:77214329-77227485	.	.	.	.
NM_001173512	9:122280443-122291840	.	.	.	.
NM_020819	6:70475410-70502791	.	.	.	.
NM_130438	21:37420299-37472880	.	.	.	.
NM_130436	21:37420299-37472880	.	.	.	.
NM_130434	15:65463761-65480399	.	.	.	.
NM_001655	11:118581246-118592856	.	.	.	.
NM_017749	11:46433474-46435037	.	.	.	.
NM_020747	5:124701014-124745172	.	.	.	.
NM_017743	15:65463761-65480399	.	.	.	.
NM_017747	5:140504821-140513479	.	.	.	.
NM_015905	7:138519189-138551180	.	.	.	.
NM_198240	12:122340753-122341697	.	.	.	.
NM_019852	14:21503173-21503881	.	.	.	.
NM_015909	2:15366580-15478289	.	.	.	.
NM_001308103	14:33925618-33931215	.	.	.	.
NM_001243941	17:18865469-18889877	.	.	.	.
NM_001243940	17:18865469-18889877	.	.	.	.
NM_001243942	17:18865469-18889877	.	.	.	.
NM_001008738	5:131651802-131677872	.	.	.	.
NM_001198533	8:106679210-106707145	.	.	.	.
NM_001198532	8:106679210-106707145	.	.	.	.
NM_001198844	11:66639700-66640123	.	.	.	.
NM_001278215	1:66946150-66963160	.	.	.	.
NM_004398	11:108715879-108723462	.	.	.	.
NR_046476	2:232014835-232030080	.	.	.	.
NM_001198840	20:35653528-35659014	.	.	.	.
NM_001198843	11:66639700-66640123	.	.	.	.
NM_001198842	12:69589485-69593613	.	.	.	.
NM_007370	12:118019072-118028030	.	.	.	.
NM_007373	10:110964125-110985765	.	.	.	.
NR_047669	5:10213491-10227647	.	.	.	.
NR_047668	5:10213491-10227647	.	.	.	.
NM_173165	16:68121987-68123121,16:68121987-68126610	16:68121987-68123121|16:68121987-68126610,	.	.	.
NM_173163	16:68121987-68123121,16:68121987-68126610	16:68121987-68123121|16:68121987-68126610,	.	.	.
NM_001253698	5:65988635-66014725,5:66053406-66054951	.	.	.	.
NM_001253699	5:65988635-66014725,5:66053406-66054951	.	.	.	.
NM_138777	9:122280443-122291840	.	.	.	.
NM_001164548	1:231795242-231818517	.	.	.	.
NM_001164542	1:231795242-231818517	.	.	.	.
NM_001164541	1:231795242-231818517	.	.	.	.
NM_001164540	1:231795242-231818517	.	.	.	.
NM_001164545	1:231795242-231818517	.	.	.	.
NM_001164544	1:231795242-231818517	.	.	.	.
NM_006153	3:136945583-136946295	.	.	.	.
NR_040722	20:35714185-35725155,20:35721740-35725155	.	20:35714185-35725155|20:35721740-35725155,	.	.
NM_006624	10:179994-221356	.	.	.	.
NR_040724	20:35714185-35725155,20:35721740-35725155	.	20:35714185-35725155|20:35721740-35725155,	.	.
NM_024678	11:78465876-78493195	.	.	.	.
NM_001160047	14:52511240-52544371	.	.	.	.
NM_003472	6:18236452-18258405	.	.	.	.
NM_024066	1:44284835-44339322,1:44308310-44339322	.	1:44284835-44339322|1:44308310-44339322,	.	.
NM_001287757	4:51863437-51891851	.	.	.	.
NM_017415	5:137658131-137698408	.	.	.	.
NM_000051	11:108315823-108335961	.	.	.	.
NM_001282983	2:241403828-241418109	.	.	.	.
NM_001282984	2:241403828-241418109	.	.	.	.
NM_001300821	12:53016473-53022627	.	.	.	.
NM_001199179	3:130930416-130941699	.	.	.	.
NM_016436	20:35913249-35914197	.	.	.	.
NM_001289408	2:189791790-189818180	.	.	.	.
NM_001289409	2:189791790-189818180	.	.	.	.
NM_182977	5:43675511-43704400	.	.	.	.
NM_013236	22:45689712-45702847,22:45689712-45718493,22:45689712-45740538,22:45729425-45740538	22:45689712-45702847|22:45689712-45740538|22:45689712-45718493,	22:45689712-45740538|22:45729425-45740538,	.	.
NM_003010	17:12054889-12113360	.	.	.	.
NM_013233	2:168161787-168167407	.	.	.	.
NM_007007	12:69251129-69262562	.	.	.	.
NM_003384	14:96833467-96860735	.	.	.	.
NM_001297567	1:247155566-247159813,1:247156406-247159813	.	1:247156406-247159813|1:247155566-247159813,	.	.
NM_001297568	1:247155566-247159813,1:247156406-247159813	.	1:247156406-247159813|1:247155566-247159813,	.	.
NM_001297569	1:247155566-247159813,1:247156406-247159813	.	1:247156406-247159813|1:247155566-247159813,	.	.
NM_000876	6:160046498-160048543	.	.	.	.
NM_000875	15:98707562-98708107	.	.	.	.
NM_001100409	6:75634707-75663518,6:75702645-75711416	.	.	.	.
NM_001101801	5:138006990-138021197	.	.	.	.
NM_001101800	5:138006990-138021197	.	.	.	.
NM_032448	6:170317370-170330550	.	.	.	.
NM_032119	5:90788071-90791346	.	.	.	.
NM_031483	20:34470048-34492597	.	.	.	.
NM_021998	X:85247547-85270146,X:85255259-85270146	.	X:85255259-85270146|X:85247547-85270146,	.	.
NM_001257198	2:224495832-224514772,2:224535528-224557856	.	.	.	.
NM_001257197	2:224495832-224514772,2:224535528-224557856	.	.	.	.
NM_025004	11:124954724-125052558	.	.	.	.
NM_001257195	5:137658131-137698408	.	.	.	.
NM_001257194	5:137658131-137698408	.	.	.	.
NM_130839	15:25405461-25415842	.	.	.	.
NM_002834	12:112502144-112506422	.	.	.	.
NM_001281778	20:47262288-47276795,20:47276314-47287284	.	.	20:47262288-47276795|20:47276314-47287284,	.
NM_002836	20:2947982-2965202	.	.	.	.
NM_015091	14:45011975-45054549	.	.	.	.
NM_001271838	3:158122103-158123991	.	.	.	.
NM_001256336	1:147275354-147285487	.	.	.	.
NM_001256337	1:147275354-147285487	.	.	.	.
NM_152778	4:127921524-127939997	.	.	.	.
NM_018196	X:155506898-155537118	.	.	.	.
NM_001271834	3:158122103-158123991	.	.	.	.
NM_016824	10:110124017-110130486	.	.	.	.
NM_001166050	4:41013583-41014398	.	.	.	.
NM_001287215	6:110887505-110890356	.	.	.	.
NM_014612	9:93471141-93498886,9:93527155-93550691	.	.	.	.
NM_014611	6:89781399-89803554	.	.	.	.
NM_031268	16:2557703-2566453	.	.	.	.
NM_031267	7:39987599-39988258,7:39987599-40002031	7:39987599-40002031|7:39987599-39988258,	.	.	.
NM_001287218	1:213077696-213129889	.	.	.	.
NR_120663	12:49460770-49490731	.	.	.	.
NM_001136123	10:100923975-100926019	.	.	.	.
NM_001286188	6:154787861-154792976	.	.	.	.
NM_001286189	6:154787861-154792976	.	.	.	.
NM_013417	9:92256680-92269983	.	.	.	.
NM_001287214	6:110887505-110890356	.	.	.	.
NM_001281772	20:47262288-47276795,20:47276314-47287284	.	.	20:47262288-47276795|20:47276314-47287284,	.
NM_001099650	12:42097442-42119171	.	.	.	.
NM_052893	6:38577600-38598121	.	.	.	.
NM_018999	10:84371014-84373815,10:84417771-84438707	.	.	.	.
NM_170662	3:105678431-105704173	.	.	.	.
NM_005095	1:35358925-35361789,1:35381259-35389082,1:35381259-35390098	1:35381259-35389082|1:35381259-35390098,	.	.	.
NM_005763	7:122113118-122133741	.	.	.	.
NM_018287	10:31908172-31910563	.	.	.	.
NR_003149	5:90788071-90791346	.	.	.	.
NM_018351	12:95208843-95211267	.	.	.	.
NM_018590	10:43154897-43176032	.	.	.	.
NM_001270949	18:62348168-62349937	.	.	.	.
NM_019004	7:92294889-92327900	.	.	.	.
NM_019006	15:80120328-80122800	.	.	.	.
NM_001270940	16:28101458-28101945	.	.	.	.
NM_138270	X:77557451-77595785,X:77633207-77664778	.	.	.	.
NM_015013	1:23030469-23050520	.	.	.	.
NM_178123	2:179124364-179149394	.	.	.	.
NM_032358	12:411747-438554	.	.	.	.
NM_133496	1:100906852-100921841	.	.	.	.
NM_014873	1:211778918-211793190	.	.	.	.
NM_014870	1:22489880-22491533	.	.	.	.
NR_045607	2:106122970-106166083	.	.	.	.
NM_001396	21:37420299-37472880	.	.	.	.
NM_004145	19:17101660-17102557	.	.	.	.
NM_001099272	6:38577600-38598121	.	.	.	.
NM_001099271	5:75685207-75702810	.	.	.	.
NM_022080	20:23389946-23403072	.	.	.	.
NM_018979	12:827042-830160,12:859245-862270	.	.	.	.
NM_201269	1:90916640-90941309,1:90937485-90941309	.	1:90937485-90941309|1:90916640-90941309,	.	.
NM_138381	3:16286342-16303592	.	.	.	.
NR_103837	6:98880553-98927822	.	.	.	.
NR_103836	6:98880553-98927822	.	.	.	.
NM_020823	6:158573420-158589782	.	.	.	.
NM_020821	15:61936597-61981478,15:62007308-62013992	.	.	.	.
NM_020774	18:21765772-21779685,18:21765772-21819646	18:21765772-21819646|18:21765772-21779685,	.	.	.
NM_020772	17:29285992-29287716	.	.	.	.
NM_001287816	1:154251041-154251653	.	.	.	.
NM_001287815	1:154251041-154251653	.	.	.	.
NM_016603	5:138006990-138021197	.	.	.	.
NM_001143944	6:33776954-33786774	.	.	.	.
NM_000465	2:214767482-214781509	.	.	.	.
NM_000462	15:25405461-25415842	.	.	.	.
NM_004384	5:123545417-123557564	.	.	.	.
NM_004380	16:3850297-3851009	.	.	.	.
NM_016287	1:20749723-20773610,1:20757166-20773610	.	1:20749723-20773610|1:20757166-20773610,	.	.
NM_001301698	1:44284835-44339322,1:44308310-44339322	.	1:44284835-44339322|1:44308310-44339322,	.	.
NM_001301699	1:44284835-44339322,1:44308310-44339322	.	1:44284835-44339322|1:44308310-44339322,	.	.
NM_144978	2:108839185-108856970	.	.	.	.
NR_051984	15:90976676-90981981	.	.	.	.
NM_017643	17:51217334-51225209	.	.	.	.
NM_001297744	5:79640851-79669028	.	.	.	.
NR_130649	17:76287192-76304941	.	.	.	.
NM_001251845	3:142736379-142748460	.	.	.	.
NM_001002266	10:45457785-45464327	.	.	.	.
NM_001199303	12:70278132-70311017	.	.	.	.
NM_001199302	12:70278132-70311017	.	.	.	.
NM_007045	6:167022409-167033971	.	.	.	.
NM_000267	17:31200422-31265339	.	.	.	.
NM_133372	5:131651802-131677872	.	.	.	.
NM_181783	12:88148288-88176319	.	.	.	.
NM_001293286	12:49460770-49490731	.	.	.	.
NM_001287585	2:183151508-183161195	.	.	.	.
NM_001287584	2:183151508-183161195	.	.	.	.
NM_001242377	5:112985835-113001674	.	.	.	.
NM_024072	12:113176840-113181058	.	.	.	.
NM_001282995	20:18297985-18306393	.	.	.	.
NM_017421	6:99375940-99383824	.	.	.	.
NR_046477	2:232014835-232030080	.	.	.	.
NM_001282996	20:18297985-18306393	.	.	.	.
NM_001283020	20:23389946-23403072	.	.	.	.
NM_001080394	8:47279862-47294030,8:47396376-47407961	.	.	.	.
NM_025076	2:106122970-106166083	.	.	.	.
NM_001080398	9:111386377-111391824	.	.	.	.
NM_001282999	20:18297985-18306393	.	.	.	.
NM_001282998	20:18297985-18306393	.	.	.	.
NM_144595	13:77719532-77753358	.	.	.	.
NM_004969	10:92531748-92537550	.	.	.	.
NM_001199165	17:66005690-66043250	.	.	.	.
NR_047678	5:33460902-33463825	.	.	.	.
NM_001080463	11:103303093-103323990,11:103311878-103323990	.	11:103303093-103323990|11:103311878-103323990,	.	.
NM_001308319	16:53141179-53157541	.	.	.	.
NR_047670	5:10213491-10227647	.	.	.	.
NR_047676	5:33460902-33463825	.	.	.	.
NR_047677	5:33460902-33463825	.	.	.	.
NM_002025	X:148661908-148662768	.	.	.	.
NM_001193453	12:111933886-111943369	.	.	.	.
NM_001122674	1:94458607-94506642	.	.	.	.
NM_145647	8:123077111-123109620,8:123077111-123144855	8:123077111-123144855|8:123077111-123109620,	.	.	.
NR_002331	7:117099762-117131960	.	.	.	.
NM_153188	5:72861808-72887222	.	.	.	.
NM_181578	12:118019072-118028030	.	.	.	.
NM_001080481	6:99476143-99510230	.	.	.	.
NR_028057	X:284167-299392	.	.	.	.
NM_001044723	5:123545417-123557564	.	.	.	.
NM_001144919	10:121564502-121565704	.	.	.	.
NM_001100411	6:119006447-119016944	.	.	.	.
NM_014515	12:70278132-70311017	.	.	.	.
NR_073556	9:120437295-120448126	.	.	.	.
NR_073557	9:120437295-120448126	.	.	.	.
NR_073554	9:120437295-120448126	.	.	.	.
NR_073555	9:120437295-120448126	.	.	.	.
NR_073558	9:120437295-120448126	.	.	.	.
NM_001292040	18:50662907-50664504,18:50663089-50664504	.	18:50663089-50664504|18:50662907-50664504,	.	.
NM_001243027	19:40255158-40265351	.	.	.	.
NM_001114636	2:58159650-58165874,2:58221942-58232112	.	.	.	.
NM_001243028	19:40255158-40265351	.	.	.	.
NM_006457	4:94640276-94664035	.	.	.	.
NM_001306089	18:76849526-76851939,18:76849526-76871825	18:76849526-76851939|18:76849526-76871825,	.	.	.
NR_037615	12:70278132-70311017	.	.	.	.
NM_001306085	18:79096476-79126375	.	.	.	.
NR_125822	8:89722015-89725641	.	.	.	.
NM_001079906	19:53521856-53576853	.	.	.	.
NM_001079907	19:53521856-53576853	.	.	.	.
NM_001014990	5:154950821-154967237	.	.	.	.
NM_032276	2:226864604-226914351	.	.	.	.
NM_001291939	1:236803428-236838599,1:236806144-236816543	.	.	.	1:236803428-236838599|1:236806144-236816543,
NM_014607	2:135748267-135772547	.	.	.	.
NM_005552	14:103669511-103677523	.	.	.	.
NM_001136138	1:213077696-213129889	.	.	.	.
NM_002605	15:85113377-85126374	.	.	.	.
NM_001286199	6:154787861-154792976	.	.	.	.
NM_001271318	2:27598067-27608039	.	.	.	.
NM_001286194	6:154787861-154792976	.	.	.	.
NM_001098424	3:197090912-197119530,3:197104903-197119530	.	3:197090912-197119530|3:197104903-197119530,	.	.
NM_005956	14:64417888-64426192	.	.	.	.
NM_018706	10:12081472-12091684,10:12081472-12094271,10:12081472-12101181,10:12081472-12108015,10:12081472-12113064,10:12081472-12120267	10:12081472-12091684|10:12081472-12120267|10:12081472-12108015|10:12081472-12094271|10:12081472-12101181|10:12081472-12113064,	.	.	.
NM_001171805	5:6737510-6746427	.	.	.	.
NM_001171806	5:6737510-6746427	.	.	.	.
NM_005777	3:49967470-49975392	.	.	.	.
NM_152342	16:80684538-80685129	.	.	.	.
NM_001278162	11:33286413-33287511	.	.	.	.
NM_001005862	17:39724726-39725853	.	.	.	.
NM_001005861	3:134175609-134195182	.	.	.	.
NM_001282454	20:17947486-17957037	.	.	.	.
NM_005779	5:78509784-78510398	.	.	.	.
NM_001270572	5:123545417-123557564	.	.	.	.
NM_001270573	5:123545417-123557564	.	.	.	.
NM_152295	5:33460902-33463825	.	.	.	.
NM_001267809	1:153665220-153668557	.	.	.	.
NM_015021	6:87210451-87218731,6:87215903-87218731,6:87215903-87233527	6:87215903-87233527|6:87215903-87218731,	6:87210451-87218731|6:87215903-87218731,	6:87210451-87218731|6:87215903-87233527,	.
NM_015020	16:71678755-71681905	.	.	.	.
NM_001130047	11:121045674-121060085	.	.	.	.
NM_213589	2:203489584-203491319	.	.	.	.
NM_005174	10:7797047-7802854	.	.	.	.
NM_018383	2:127763062-127771004	.	.	.	.
NM_005177	17:42498924-42501304	.	.	.	.
NM_152904	17:20204333-20205912	.	.	.	.
NM_152905	12:96917621-96945849	.	.	.	.
NM_020948	1:66946150-66963160	.	.	.	.
NM_001009999	1:23030469-23050520	.	.	.	.
NM_001278690	6:167022409-167033971	.	.	.	.
NM_053043	7:155665175-155680908,7:155672867-155680908	.	7:155672867-155680908|7:155665175-155680908,	.	.
NM_001077484	12:46229153-46243314	.	.	.	.
NM_001278668	6:57193842-57210445	.	.	.	.
NM_001162529	6:70475410-70502791	.	.	.	.
NM_001417	12:53016473-53022627	.	.	.	.
