sample	circle_id	transcript_id	other_ids	exon_id	chr	start	end	strand	exon_length	unique_reads	fragments	number+	number-
hek293_B_test	5:65567513-65572286	NM_015342	NM_015342,NM_001278927,NM_001278926,NM_001278929	3	5	65569877	65569998	+	121	2	2	0	2
hek293_B_test	5:65567513-65572286	NM_015342	NM_015342,NM_001278927,NM_001278926,NM_001278929	4	5	65571838	65572286	+	448	5	10	7	3
hek293_B_test	1:243545510-243843282	NM_005465	NM_005465,NM_181690,NM_001206729	2	1	243545509	243545597	-	88	4	8	3	5
hek293_B_test	1:243545510-243843282	NM_005465	NM_005465,NM_181690,NM_001206729	3	1	243552728	243552943	-	215	4	8	2	6
hek293_B_test	1:243545510-243843282	NM_005465	NM_005465,NM_181690,NM_001206729	4	1	243563719	243563848	-	129	1	1	0	1
hek293_B_test	1:243545510-243843282	NM_005465	NM_005465,NM_181690,NM_001206729	5	0	0	0	0	0	0	0	0	0
hek293_B_test	1:243545510-243843282	NM_005465	NM_005465,NM_181690,NM_001206729	6	0	0	0	0	0	0	0	0	0
hek293_B_test	1:243545510-243843282	NM_005465	NM_005465,NM_181690,NM_001206729	7	0	0	0	0	0	0	0	0	0
hek293_B_test	1:243545510-243843282	NM_005465	NM_005465,NM_181690,NM_001206729	8	0	0	0	0	0	0	0	0	0
hek293_B_test	1:243545510-243843282	NM_005465	NM_005465,NM_181690,NM_001206729	9	0	0	0	0	0	0	0	0	0
hek293_B_test	1:243545510-243843282	NM_005465	NM_005465,NM_181690,NM_001206729	10	1	243664771	243664883	-	112	1	1	1	0
hek293_B_test	1:243545510-243843282	NM_005465	NM_005465,NM_181690,NM_001206729	11	1	243695590	243695716	-	126	1	1	1	0
hek293_B_test	1:243545510-243843282	NM_005465	NM_005465,NM_181690,NM_001206729	12	1	243843124	243843282	-	158	4	6	3	3
hek293_B_test	17:20204333-20205912	NM_001243439	NM_001243439,NM_001243438,NM_152904,NM_001033553,NM_001033555,NM_001033554	3	17	20204332	20205912	+	1580	17	65	38	27
hek293_B_test	4:186706563-186709845	NM_005245	NM_005245	25	4	186706562	186709845	-	3283	14	50	26	24
hek293_B_test	5:178885614-178931326	NM_030613	NM_030613	1	5	178912583	178912719	+	136	4	4	3	1
hek293_B_test	5:178885614-178931326	NM_030613	NM_030613	2	5	178912981	178913071	+	90	3	3	3	0
hek293_B_test	5:178885614-178931326	NM_030613	NM_030613	3	5	178916564	178916710	+	146	4	6	4	2
hek293_B_test	5:178885614-178931326	NM_030613	NM_030613	4	5	178931236	178933209	+	1973	4	6	2	4
hek293_B_test	9:83678441-83686155	NM_053067	NM_053067,NM_013438	5	9	83678440	83678599	-	159	5	6	2	4
hek293_B_test	9:83678441-83686155	NM_053067	NM_053067,NM_013438	6	9	83679774	83680037	-	263	3	3	2	1
hek293_B_test	9:83678441-83686155	NM_053067	NM_053067,NM_013438	7	9	83682950	83683066	-	116	3	3	3	0
hek293_B_test	9:83678441-83686155	NM_053067	NM_053067,NM_013438	8	9	83686003	83686155	-	152	5	6	3	3
hek293_B_test	10:7276892-7285954	NM_001018039	NM_001018039,NM_001029880	14	10	7276891	7276989	-	98	5	14	8	6
hek293_B_test	10:7276892-7285954	NM_001018039	NM_001018039,NM_001029880	15	10	7283903	7284150	-	247	5	12	6	6
hek293_B_test	10:7276892-7285954	NM_001018039	NM_001018039,NM_001029880	16	10	7285865	7285954	-	89	5	6	5	1
