Transcript	circles	same_start	same_end	overlapping	within
NM_001303037	7:24623663-24650712,7:24623663-24668660,7:24623663-24680520,7:24623666-24650712,7:24623666-24668660,7:24623666-24680520	7:24623666-24668660|7:24623666-24650712|7:24623666-24680520,7:24623663-24650712|7:24623663-24680520|7:24623663-24668660,	7:24623663-24650712|7:24623666-24650712,7:24623663-24680520|7:24623666-24680520,7:24623666-24668660|7:24623663-24668660,	7:24623663-24650712|7:24623666-24668660|7:24623666-24680520,7:24623663-24668660|7:24623666-24680520,	7:24623666-24650712|7:24623663-24668660,7:24623663-24680520|7:24623666-24668660|7:24623666-24650712,
NM_001198852	1:42265115-42278784	.	.	.	.
NM_001198850	1:42265115-42278784	.	.	.	.
NM_001198851	1:42265115-42278784	.	.	.	.
NM_012294	7:22291175-22318037	.	.	.	.
NM_021249	14:34586230-34609742	.	.	.	.
NM_001301072	6:161034259-161049979,6:161048616-161049979	.	6:161034259-161049979|6:161048616-161049979,	.	.
NM_012102	1:8495063-8557523,1:8495063-8614686,1:8541214-8614686,1:8655973-8656441	1:8495063-8557523|1:8495063-8614686,	1:8541214-8614686|1:8495063-8614686,	1:8541214-8614686|1:8495063-8557523,	.
NM_001284241	10:84371014-84373815	.	.	.	.
NM_001284240	10:84371014-84373815	.	.	.	.
NM_201440	12:42374863-42398994	.	.	.	.
NM_174902	11:36227085-36227430	.	.	.	.
NM_000534	2:189791790-189818180	.	.	.	.
NM_018683	20:49945382-49955305	.	.	.	.
NM_003631	10:49915917-49935142	.	.	.	.
NM_020803	4:87183203-87195690	.	.	.	.
NM_178039	12:1027748-1028572,12:1180540-1190052,12:1180561-1190052,12:1236769-1290012,12:1236769-1319288,12:1236769-1371977,12:1236769-1408247	12:1236769-1319288|12:1236769-1408247|12:1236769-1371977|12:1236769-1290012,	12:1180540-1190052|12:1180561-1190052,	.	.
NM_020207	9:95897849-95928864,9:95978061-96004701	.	.	.	.
NM_016359	15:41356039-41377304	.	.	.	.
NM_001626	19:40255158-40265351	.	.	.	.
NM_054027	5:14741827-14758598	.	.	.	.
NM_017757	18:74630967-74641122	.	.	.	.
NM_017755	5:6604138-6605408	.	.	.	.
NM_015910	2:63404048-63439871,2:63433745-63439871	.	2:63404048-63439871|2:63433745-63439871,	.	.
NM_021622	10:122392303-122424959	.	.	.	.
NM_001142434	10:101792839-101807901,10:101792839-101810314	10:101792839-101810314|10:101792839-101807901,	.	.	.
NM_001174151	3:93995874-94003908	.	.	.	.
NM_001174150	3:93995874-94003908	.	.	.	.
NM_001174156	10:75150514-75151106	.	.	.	.
NM_001308116	3:170122591-170129552,3:170136419-170149244	.	.	.	.
NM_184234	20:35707120-35725155,20:35713019-35725155,20:35714185-35725155,20:35721740-35725155	.	20:35714185-35725155|20:35713019-35725155|20:35721740-35725155|20:35707120-35725155,	.	.
NM_001008726	14:63598756-63599973	.	.	.	.
NM_006838	12:95476074-95496098	.	.	.	.
NM_004893	5:135369406-135389126	.	.	.	.
NM_004544	2:239990074-240007370	.	.	.	.
NM_001172828	1:28742403-28743986	.	.	.	.
NM_001042734	4:109506328-109539667	.	.	.	.
NR_046386	9:6420912-6434173	.	.	.	.
NM_001308025	15:89594415-89595611	.	.	.	.
NM_000245	7:116699071-116700284	.	.	.	.
NM_001167608	2:226864604-226914351	.	.	.	.
NM_001134363	10:110780801-110799918	.	.	.	.
NM_001164556	1:231795242-231818517	.	.	.	.
NM_139057	15:100152612-100199423,15:100199318-100331054	.	.	15:100152612-100199423|15:100199318-100331054,	.
NM_145207	4:122927634-122979386	.	.	.	.
NM_001242600	20:35707120-35725155,20:35713019-35725155,20:35714185-35725155,20:35721740-35725155	.	20:35714185-35725155|20:35713019-35725155|20:35721740-35725155|20:35707120-35725155,	.	.
NM_006345	4:42001616-42067192	.	.	.	.
NM_001017415	1:62443159-62448666,1:62444738-62447511	.	.	.	1:62443159-62448666|1:62444738-62447511,
NM_001017416	1:62443159-62448666,1:62444738-62447511	.	.	.	1:62443159-62448666|1:62444738-62447511,
NM_001199142	16:28723164-28735582,16:28734520-28735582	.	16:28723164-28735582|16:28734520-28735582,	.	.
NM_001080449	10:68459104-68470163,10:68468123-68470163	.	10:68468123-68470163|10:68459104-68470163,	.	.
NR_121653	18:26315229-26357794	.	.	.	.
NM_022365	10:21882282-21920963,10:21882282-21929141	10:21882282-21920963|10:21882282-21929141,	.	.	.
NM_182960	5:145764931-145826200,5:145796442-145826200	.	5:145764931-145826200|5:145796442-145826200,	.	.
NM_006386	22:38494630-38501280	.	.	.	.
NM_024581	6:119002899-119020159	.	.	.	.
NM_001003700	6:7176655-7189322	.	.	.	.
NM_001278163	11:33286413-33287511	.	.	.	.
NM_006765	8:15650697-15673836,8:15730666-15748465	.	.	.	.
NR_073070	4:55411614-55417985	.	.	.	.
NM_001186	21:29305204-29329693,21:29321221-29329693,21:29326059-29329693	.	21:29326059-29329693|21:29305204-29329693|21:29321221-29329693,	.	.
NM_147134	9:33293653-33295427	.	.	.	.
NM_005443	4:107682015-107694006,4:107682015-107701285	4:107682015-107694006|4:107682015-107701285,	.	.	.
NM_005445	10:110596398-110598290	.	.	.	.
NM_147133	9:33293653-33295427	.	.	.	.
NM_002715	5:134199086-134206131	.	.	.	.
NM_024678	11:78465876-78493195	.	.	.	.
NM_001278579	2:147896301-147899898	.	.	.	.
NR_110765	18:6237964-6312056	.	.	.	.
NR_110282	11:117152441-117163892	.	.	.	.
NM_001206794	1:235240313-235260752	.	.	.	.
NR_073446	9:92256680-92269983	.	.	.	.
NM_001014972	2:71355719-71380565,2:71396141-71418639	.	.	.	.
NM_032217	4:73085249-73092300,4:73118688-73125312	.	.	.	.
NM_177983	2:27383143-27405789	.	.	.	.
NM_003718	7:39987599-39988258,7:39987599-40002031	7:39987599-40002031|7:39987599-39988258,	.	.	.
NR_130649	17:76287192-76304941	.	.	.	.
NM_152383	2:232014835-232030080,2:232014835-232087721	2:232014835-232030080|2:232014835-232087721,	.	.	.
NM_005935	4:87046166-87047594	.	.	.	.
NM_001256053	10:27022558-27048979,10:27037186-27048979	.	10:27037186-27048979|10:27022558-27048979,	.	.
NM_001193531	12:111932586-111943369,12:111933886-111943369	.	12:111932586-111943369|12:111933886-111943369,	.	.
NM_001006623	2:127763062-127771004	.	.	.	.
NM_001006622	2:127763062-127771004	.	.	.	.
NM_001256121	1:32825313-32834061,1:32825313-32845820	1:32825313-32834061|1:32825313-32845820,	.	.	.
NM_015465	5:154898440-154936022	.	.	.	.
NM_001282873	8:102329090-102346395	.	.	.	.
NM_014990	14:35595634-35635598	.	.	.	.
NR_027655	21:29305204-29329693,21:29321221-29329693,21:29326059-29329693	.	21:29326059-29329693|21:29305204-29329693|21:29321221-29329693,	.	.
NM_001190482	9:75932379-75986245	.	.	.	.
NM_032679	19:51860904-51877377,19:51877282-51880877	.	.	19:51877282-51880877|19:51860904-51877377,	.
NM_019589	14:74809380-74810420	.	.	.	.
NM_052937	8:51860845-51861246	.	.	.	.
NM_015269	1:52515891-52526373	.	.	.	.
NM_015265	2:199368605-199433514	.	.	.	.
NM_052817	X:107840670-107854704	.	.	.	.
NM_021964	3:125277726-125331238,3:125313308-125331238	.	3:125313308-125331238|3:125277726-125331238,	.	.
NM_001270950	18:62348168-62349937	.	.	.	.
NM_001270951	18:62348168-62349937	.	.	.	.
NM_001270952	13:75560753-75569507	.	.	.	.
NM_015001	1:15872816-15876678,1:15872816-15922349	1:15872816-15922349|1:15872816-15876678,	.	.	.
NM_005156	9:112262435-112297916	.	.	.	.
NM_005153	16:84740309-84745673	.	.	.	.
NR_106922	16:28723164-28735582	.	.	.	.
NM_001256838	19:36626130-36627546	.	.	.	.
NM_002896	11:66639700-66640123	.	.	.	.
NM_020964	18:45923268-45952643	.	.	.	.
NM_053067	9:83677727-83686155	.	.	.	.
NM_001301248	12:1027748-1028572,12:1180540-1190052,12:1180561-1190052,12:1236769-1290012,12:1236769-1319288,12:1236769-1371977,12:1236769-1408247	12:1236769-1319288|12:1236769-1408247|12:1236769-1371977|12:1236769-1290012,	12:1180540-1190052|12:1180561-1190052,	.	.
NM_001431	6:130955105-130956499	.	.	.	.
NM_004152	19:2271385-2273160	.	.	.	.
NM_016107	5:32395159-32400203	.	.	.	.
NM_001284274	10:91425281-91462184	.	.	.	.
NM_001284271	6:100715462-100767345,6:100798713-100805880	.	.	.	.
NM_138555	15:69436138-69436722	.	.	.	.
NM_033305	9:77214329-77227485	.	.	.	.
NM_020819	6:70475410-70502791	.	.	.	.
NM_130438	21:37420299-37472880	.	.	.	.
NM_130436	21:37420299-37472880	.	.	.	.
NM_130434	15:65463761-65480399	.	.	.	.
NM_001655	11:118581246-118592856	.	.	.	.
NM_017749	11:46433474-46435037	.	.	.	.
NM_017743	15:65463761-65480399	.	.	.	.
NM_017747	5:140485589-140505869	.	.	.	.
NM_015905	7:138519189-138551180	.	.	.	.
NM_198240	12:122340753-122341697	.	.	.	.
NM_015902	8:102329090-102346395	.	.	.	.
NM_006852	17:62536170-62565137	.	.	.	.
NM_001981	1:51399032-51409696,1:51402435-51408332	.	.	.	1:51402435-51408332|1:51399032-51409696,
NM_001308103	14:33925618-33931215	.	.	.	.
NM_001301668	8:102838744-102843747	.	.	.	.
NM_004397	11:118786052-118786518	.	.	.	.
NM_001198844	11:66639700-66640123	.	.	.	.
NM_004398	11:108715879-108723462	.	.	.	.
NR_046476	2:232014835-232030080,2:232014835-232087721	2:232014835-232030080|2:232014835-232087721,	.	.	.
NM_001198840	20:35653528-35659014	.	.	.	.
NM_001198843	11:66639700-66640123	.	.	.	.
NM_001198842	12:69589485-69593613	.	.	.	.
NM_007370	12:118019072-118028030	.	.	.	.
NM_001303241	5:180569110-180571432	.	.	.	.
NR_047669	5:10213491-10227647	.	.	.	.
NR_047668	5:10213491-10227647	.	.	.	.
NM_173165	16:68121987-68123121,16:68121987-68126610,16:68121987-68158068,16:68121987-68191775	16:68121987-68123121|16:68121987-68191775|16:68121987-68158068|16:68121987-68126610,	.	.	.
NM_173163	16:68121987-68123121,16:68121987-68126610,16:68121987-68158068,16:68121987-68191775	16:68121987-68123121|16:68121987-68191775|16:68121987-68158068|16:68121987-68126610,	.	.	.
NM_001253698	5:65988635-66014725	.	.	.	.
NM_001253699	5:65988635-66014725	.	.	.	.
NM_003875	3:155893518-155911279,3:155897927-155916192	.	.	3:155893518-155911279|3:155897927-155916192,	.
NM_001164548	1:231795242-231818517	.	.	.	.
NM_003870	15:90448573-90467592	.	.	.	.
NM_001164542	1:231795242-231818517	.	.	.	.
NM_000254	1:236803428-236838599,1:236806144-236816543	.	.	.	1:236803428-236838599|1:236806144-236816543,
NM_001164540	1:231795242-231818517	.	.	.	.
NM_001164545	1:231795242-231818517	.	.	.	.
NM_001164544	1:231795242-231818517	.	.	.	.
NR_040723	20:35707120-35725155,20:35713019-35725155,20:35714185-35725155,20:35721740-35725155	.	20:35714185-35725155|20:35713019-35725155|20:35721740-35725155|20:35707120-35725155,	.	.
NM_144618	1:151090406-151107222	.	.	.	.
NM_006624	10:179994-221356	.	.	.	.
NR_040724	20:35707120-35725155,20:35713019-35725155,20:35714185-35725155,20:35721740-35725155	.	20:35714185-35725155|20:35713019-35725155|20:35721740-35725155|20:35707120-35725155,	.	.
NM_001287755	4:51863437-51877854,4:51863437-51891851	4:51863437-51891851|4:51863437-51877854,	.	.	.
NM_001164761	7:677229-711527	.	.	.	.
NM_001287757	4:51863437-51877854,4:51863437-51891851	4:51863437-51891851|4:51863437-51877854,	.	.	.
NM_203389	11:497971-502181	.	.	.	.
NM_203388	11:497971-502181	.	.	.	.
NM_203387	11:497971-502181	.	.	.	.
NM_203386	11:497971-502181	.	.	.	.
NM_203385	11:497971-502181	.	.	.	.
NM_203384	11:497971-502181	.	.	.	.
NM_203383	11:497971-502181	.	.	.	.
NM_001282984	2:241403828-241418109	.	.	.	.
NM_001300821	12:53016473-53022627	.	.	.	.
NM_138609	5:135369406-135389126	.	.	.	.
NM_001080477	4:182323946-182346929	.	.	.	.
NM_001289408	2:189791790-189818180	.	.	.	.
NM_001080475	2:207976651-207977586	.	.	.	.
NM_001135629	2:48451008-48465642,2:48498493-48511468	.	.	.	.
NM_182977	5:43675511-43704400	.	.	.	.
NM_013236	22:45689712-45702847,22:45689712-45718493,22:45689712-45729590,22:45689712-45740538,22:45700282-45740538,22:45729425-45740538	22:45689712-45702847|22:45689712-45740538|22:45689712-45729590|22:45689712-45718493,	22:45689712-45740538|22:45729425-45740538|22:45700282-45740538,	22:45689712-45702847|22:45700282-45740538,22:45689712-45718493|22:45700282-45740538,22:45729425-45740538|22:45689712-45729590|22:45700282-45740538,	.
NM_003010	17:12054889-12113360	.	.	.	.
NM_013233	2:168161787-168167407	.	.	.	.
NM_007007	12:69251129-69262562	.	.	.	.
NM_003384	14:96833467-96860735,14:96846095-96860735	.	14:96833467-96860735|14:96846095-96860735,	.	.
NM_001297567	1:247155566-247159813,1:247156406-247159813	.	1:247156406-247159813|1:247155566-247159813,	.	.
NM_001297568	1:247155566-247159813,1:247156406-247159813	.	1:247156406-247159813|1:247155566-247159813,	.	.
NM_001297569	1:247155566-247159813,1:247156406-247159813	.	1:247156406-247159813|1:247155566-247159813,	.	.
NM_000876	6:160046498-160048543	.	.	.	.
NM_000875	15:98707562-98708107	.	.	.	.
NM_001100409	6:75634707-75663518	.	.	.	.
NM_001100400	4:39913611-39925933	.	.	.	.
NM_032448	6:170317370-170330550	.	.	.	.
NM_032119	5:90788071-90791346,5:90811174-90855901	.	.	.	.
NM_031483	20:34470048-34492597	.	.	.	.
NM_021998	X:85247547-85270146,X:85255259-85270146	.	X:85255259-85270146|X:85247547-85270146,	.	.
NM_001257198	2:224495832-224514772,2:224535528-224557856	.	.	.	.
NM_001257191	11:118786052-118786518	.	.	.	.
NM_001257197	2:224495832-224514772,2:224535528-224557856	.	.	.	.
NM_001039091	X:12799207-12822867	.	.	.	.
NM_002834	12:112446276-112456898,12:112502144-112506422	.	.	.	.
NM_002836	20:2947982-2965202	.	.	.	.
NM_001271838	3:158122103-158123991	.	.	.	.
NM_001256336	1:147259837-147267518,1:147275354-147285487	.	.	.	.
NM_001256337	1:147259837-147267518,1:147275354-147285487	.	.	.	.
NM_152778	4:127921524-127939997	.	.	.	.
NM_001271834	3:158122103-158123991	.	.	.	.
NM_021116	7:45648670-45662214	.	.	.	.
NM_001281774	20:47224317-47239138,20:47262288-47276795,20:47276314-47287284	.	.	20:47262288-47276795|20:47276314-47287284,	.
NM_001166050	4:41013583-41014398	.	.	.	.
NM_001287215	6:110887505-110890356	.	.	.	.
NM_014612	9:93471141-93498886	.	.	.	.
NM_014611	6:89670919-89673462	.	.	.	.
NM_031268	16:2557703-2566453	.	.	.	.
NM_031267	7:39987599-39988258,7:39987599-40002031	7:39987599-40002031|7:39987599-39988258,	.	.	.
NR_120663	12:49460770-49490731	.	.	.	.
NM_001136123	10:100923975-100926019	.	.	.	.
NM_002631	1:10411418-10413251	.	.	.	.
NM_013417	9:92256680-92269983	.	.	.	.
NM_001287214	6:110887505-110890356	.	.	.	.
NM_020234	15:49625113-49634794	.	.	.	.
NM_018994	1:16294783-16315435	.	.	.	.
NM_001099650	12:42097442-42119171	.	.	.	.
NM_052893	6:38577600-38598121	.	.	.	.
NM_018999	10:84371014-84373815	.	.	.	.
NM_005095	1:35358925-35361789,1:35381259-35389082,1:35381259-35390098	1:35381259-35389082|1:35381259-35390098,	.	.	.
NM_152604	19:37230409-37242984	.	.	.	.
NM_005763	7:122113118-122133741	.	.	.	.
NM_018287	10:31908172-31910563	.	.	.	.
NR_003149	5:90788071-90791346,5:90811174-90855901	.	.	.	.
NM_015276	17:21004202-21028674	.	.	.	.
NM_018351	12:95208843-95211267	.	.	.	.
NM_001270949	18:62348168-62349937	.	.	.	.
NM_019004	7:92294889-92327900,7:92294889-92352642	7:92294889-92327900|7:92294889-92352642,	.	.	.
NM_019009	11:1286002-1295794	.	.	.	.
NM_194434	18:9931810-9937066,18:9931810-9950568	18:9931810-9937066|18:9931810-9950568,	.	.	.
NM_015015	19:5047476-5082504	.	.	.	.
NM_015013	1:23030469-23050520	.	.	.	.
NM_014873	1:211778918-211793190	.	.	.	.
NM_014870	1:22489880-22491533	.	.	.	.
NM_001301059	19:47416652-47417350	.	.	.	.
NM_001396	21:37420299-37472880	.	.	.	.
NM_004145	19:17101660-17102557	.	.	.	.
NM_001099272	6:38577600-38598121	.	.	.	.
NM_006995	6:26385015-26388294	.	.	.	.
NM_022739	17:64551584-64562966	.	.	.	.
NM_018979	12:827042-830160	.	.	.	.
NM_201269	1:90916640-90941309,1:90916640-90982370,1:90937485-90941309,1:90937485-90982370	1:90916640-90982370|1:90916640-90941309,1:90937485-90982370|1:90937485-90941309,	1:90937485-90982370|1:90916640-90982370,1:90937485-90941309|1:90916640-90941309,	1:90937485-90982370|1:90916640-90941309,	1:90916640-90982370|1:90937485-90941309,
NM_001258315	3:172760161-172783909	.	.	.	.
NR_103837	6:98880553-98927822	.	.	.	.
NR_103836	6:98880553-98927822	.	.	.	.
NM_005100	6:151348711-151353752	.	.	.	.
NM_020823	6:158573420-158589782	.	.	.	.
NM_020774	18:21761442-21779685,18:21765772-21779685,18:21765772-21819646	18:21765772-21819646|18:21765772-21779685,	18:21761442-21779685|18:21765772-21779685,	18:21761442-21779685|18:21765772-21819646,	.
NM_020773	4:6923373-6924111	.	.	.	.
NM_017738	9:17330632-17342444	.	.	.	.
NM_001243204	19:11513056-11514221	.	.	.	.
NM_001287811	1:15534237-15546871	.	.	.	.
NM_001143944	6:33776954-33786774	.	.	.	.
NM_001199017	15:70919050-70984257	.	.	.	.
NM_000465	2:214752447-214781509,2:214767482-214781509	.	2:214767482-214781509|2:214752447-214781509,	.	.
NM_001199018	15:70919050-70984257	.	.	.	.
NM_004384	5:123545417-123557564	.	.	.	.
NM_024852	1:35945692-35973511	.	.	.	.
NM_004380	16:3850297-3851009	.	.	.	.
NM_016287	1:20749723-20773610	.	.	.	.
NM_016937	X:24759966-24888122,X:24809898-24843677	.	.	.	X:24809898-24843677|X:24759966-24888122,
NM_001301698	1:44284835-44339322,1:44308310-44339316,1:44308310-44339322	1:44308310-44339316|1:44308310-44339322,	1:44284835-44339322|1:44308310-44339322,	.	1:44284835-44339322|1:44308310-44339316,
NM_001301699	1:44284835-44339322,1:44308310-44339316,1:44308310-44339322	1:44308310-44339316|1:44308310-44339322,	1:44284835-44339322|1:44308310-44339322,	.	1:44284835-44339322|1:44308310-44339316,
NM_017645	9:19086734-19096769	.	.	.	.
NM_001297744	5:79640851-79669028	.	.	.	.
NM_001297745	5:79640851-79669028	.	.	.	.
NM_001251845	3:142736379-142748460	.	.	.	.
NM_001002266	10:45457785-45464327	.	.	.	.
NM_001199303	12:70278132-70311017	.	.	.	.
NM_001199302	12:70278132-70311017	.	.	.	.
NM_181783	12:88148288-88176319	.	.	.	.
NM_001293286	12:49460770-49490731	.	.	.	.
NM_001164758	7:677229-711527	.	.	.	.
NM_001164759	7:677229-711527	.	.	.	.
NR_002201	2:27383143-27405789	.	.	.	.
NM_001282995	20:18297985-18306393	.	.	.	.
NR_046477	2:232014835-232030080,2:232014835-232087721	2:232014835-232030080|2:232014835-232087721,	.	.	.
NM_001282996	20:18297985-18306393	.	.	.	.
NM_015071	5:142885298-143057747	.	.	.	.
NM_001080394	8:47279862-47294030,8:47396376-47407961	.	.	.	.
NM_025074	4:78237510-78252551	.	.	.	.
NM_001282999	20:18297985-18306393	.	.	.	.
NM_001282998	20:18297985-18306393	.	.	.	.
NM_144595	13:77719532-77753358,13:77744283-77753358	.	13:77744283-77753358|13:77719532-77753358,	.	.
NM_004969	10:92531748-92537550	.	.	.	.
NM_181644	1:205598455-205623891	.	.	.	.
NM_001080463	11:103243693-103259977,11:103303093-103323990,11:103303093-103358359,11:103311878-103323990	11:103303093-103358359|11:103303093-103323990,	11:103303093-103323990|11:103311878-103323990,	.	11:103303093-103358359|11:103311878-103323990,
NR_047670	5:10213491-10227647	.	.	.	.
NM_138610	5:135369406-135389126	.	.	.	.
NM_145648	12:128808788-128815070	.	.	.	.
NM_002025	X:148661908-148662768	.	.	.	.
NM_001193453	12:111932586-111943369,12:111933886-111943369	.	12:111932586-111943369|12:111933886-111943369,	.	.
NM_001193455	5:6604138-6605408	.	.	.	.
NM_153188	5:72855774-72875737	.	.	.	.
NM_181578	12:118019072-118028030	.	.	.	.
NM_014899	5:95755396-95763620	.	.	.	.
NR_028057	X:284167-299392	.	.	.	.
NM_001044723	5:123545417-123557564	.	.	.	.
NM_001100411	6:119002899-119020159	.	.	.	.
NM_014515	12:70278132-70311017	.	.	.	.
NM_001292040	18:50663089-50664504	.	.	.	.
NM_001243027	19:40255158-40265351	.	.	.	.
NM_001114636	2:58159650-58165874,2:58221942-58232112	.	.	.	.
NM_001243028	19:40255158-40265351	.	.	.	.
NM_003642	2:171925537-171979363	.	.	.	.
NM_001309474	10:132347984-132355886	.	.	.	.
NM_001306089	18:76849526-76851939,18:76849526-76871825	18:76849526-76851939|18:76849526-76871825,	.	.	.
NR_037615	12:70278132-70311017	.	.	.	.
NM_001127366	2:222220140-222232283	.	.	.	.
NM_001079906	19:53521856-53576853	.	.	.	.
NM_001079907	19:53521856-53576853	.	.	.	.
NM_001014990	5:154950821-154967237	.	.	.	.
NM_032276	2:226864604-226914351	.	.	.	.
NM_001291939	1:236803428-236838599,1:236806144-236816543	.	.	.	1:236803428-236838599|1:236806144-236816543,
NM_014607	2:135748267-135772547	.	.	.	.
NM_005552	14:103669511-103677523	.	.	.	.
NM_002350	8:55950459-55969793	.	.	.	.
NM_002605	15:85113873-85121014	.	.	.	.
NM_001098424	3:197104903-197119530	.	.	.	.
NM_018706	10:12081472-12091684,10:12081472-12094271,10:12081472-12101181,10:12081472-12113064,10:12081472-12120267,10:12094073-12120267	10:12081472-12094271|10:12081472-12091684|10:12081472-12120267|10:12081472-12101181|10:12081472-12113064,	10:12081472-12120267|10:12094073-12120267,	10:12081472-12094271|10:12094073-12120267,10:12081472-12101181|10:12094073-12120267,10:12094073-12120267|10:12081472-12113064,	.
NM_032776	10:63380318-63455089	.	.	.	.
NM_001171805	5:6737510-6746427	.	.	.	.
NM_001171806	5:6737510-6746427	.	.	.	.
NR_036464	4:15625252-15644708	.	.	.	.
NM_005777	3:49967470-49975392	.	.	.	.
NM_152342	16:80684538-80685129	.	.	.	.
NM_001278162	11:33286413-33287511	.	.	.	.
NM_005772	9:4860125-4860901	.	.	.	.
NM_001005861	3:134175609-134195182	.	.	.	.
NM_001282454	20:17947486-17957037	.	.	.	.
NM_005779	5:78509784-78510398	.	.	.	.
NM_002519	11:108158920-108162180	.	.	.	.
NM_001270572	5:123545417-123557564	.	.	.	.
NM_001270573	5:123545417-123557564	.	.	.	.
NM_001267809	1:153665220-153668557	.	.	.	.
NM_015021	6:87210451-87218731,6:87215903-87218731,6:87215903-87233527	6:87215903-87233527|6:87215903-87218731,	6:87210451-87218731|6:87215903-87218731,	6:87210451-87218731|6:87215903-87233527,	.
NM_015020	16:71678755-71681905	.	.	.	.
NM_018017	10:114162637-114163329	.	.	.	.
NM_001130047	11:121045674-121060085	.	.	.	.
NM_005174	10:7797047-7802854	.	.	.	.
NM_018383	2:127763062-127771004	.	.	.	.
NM_152904	17:20204333-20205912	.	.	.	.
NM_020946	9:123557570-123652123	.	.	.	.
NM_001009999	1:23030469-23050520	.	.	.	.
NM_053043	7:155665175-155680908,7:155672867-155680908	.	7:155672867-155680908|7:155665175-155680908,	.	.
NM_001077484	12:46229153-46243314	.	.	.	.
NM_031953	4:185247294-185267155,4:185247294-185288082	4:185247294-185288082|4:185247294-185267155,	.	.	.
NM_001162529	6:70475410-70502791	.	.	.	.
NM_001417	12:53016473-53022627	.	.	.	.
NM_001415	X:24064201-24071727	.	.	.	.
NM_001033553	17:20204333-20205912,17:20245926-20260294	.	.	.	.
NM_001033555	17:20204333-20205912,17:20245926-20260294	.	.	.	.
NM_001033554	17:20204333-20205912	.	.	.	.
NM_012421	1:40189055-40202614	.	.	.	.
NM_001267574	16:28723164-28735582,16:28734520-28735582	.	16:28723164-28735582|16:28734520-28735582,	.	.
NR_037947	5:6604138-6605408	.	.	.	.
NM_001173539	16:87975048-87984259	.	.	.	.
NM_183047	20:47224317-47239138,20:47262288-47276795,20:47276314-47287284	.	.	20:47262288-47276795|20:47276314-47287284,	.
NM_183048	20:47224317-47239138,20:47262288-47276795,20:47276314-47287284	.	.	20:47262288-47276795|20:47276314-47287284,	.
NM_006999	5:6737510-6746427	.	.	.	.
NM_001253	6:44403809-44408632	.	.	.	.
NR_103822	6:57193842-57210445	.	.	.	.
NM_001278186	10:67988663-68014186	.	.	.	.
NM_001278185	10:67988663-68014186	.	.	.	.
NM_001031623	6:57141302-57161152	.	.	.	.
NM_001281435	17:12054889-12113360	.	.	.	.
NM_001286516	16:4441375-4455780	.	.	.	.
NM_001286426	6:88844357-88904955	.	.	.	.
NM_004775	18:31630959-31666372	.	.	.	.
NM_001286428	6:88844357-88904955	.	.	.	.
NM_022897	5:170878097-170896115,5:170892387-170924550	.	.	5:170892387-170924550|5:170878097-170896115,	.
NM_016258	1:28742403-28743986	.	.	.	.
NM_001198557	5:126804776-126832801	.	.	.	.
NM_001135554	6:130955105-130956499	.	.	.	.
NM_001135555	6:130955105-130956499	.	.	.	.
NM_182627	3:196566877-196567307	.	.	.	.
NM_001282856	1:155853276-155853806	.	.	.	.
NR_109844	2:29121374-29145367	.	.	.	.
NM_020165	3:8935871-8941804,3:8935871-8948570	3:8935871-8948570|3:8935871-8941804,	.	.	.
NM_001282858	1:155853276-155853806	.	.	.	.
NM_020160	19:47416652-47417350	.	.	.	.
NM_017653	18:49281997-49379758	.	.	.	.
NR_051992	12:48083591-48098124	.	.	.	.
NR_051991	12:48083591-48098124	.	.	.	.
NM_016252	2:32377588-32395593,2:32377588-32416163	2:32377588-32395593|2:32377588-32416163,	.	.	.
NM_004284	1:147259837-147267518,1:147275354-147285487	.	.	.	.
NM_145726	14:102870185-102876525	.	.	.	.
NM_145725	14:102870185-102876525	.	.	.	.
NM_001289068	10:94588229-94594854	.	.	.	.
NM_001289069	10:94588229-94594854	.	.	.	.
NM_001293274	1:64602806-64641969,1:64629355-64641969	.	1:64602806-64641969|1:64629355-64641969,	.	.
NM_001306076	1:93183360-93192106,1:93221609-93264901	.	.	.	.
NM_024006	16:31090775-31091342	.	.	.	.
NM_003257	15:29761139-29773357	.	.	.	.
NR_046462	5:74813840-74841679,5:74834426-74841679	.	5:74813840-74841679|5:74834426-74841679,	.	.
NM_001128324	10:45639816-45663842	.	.	.	.
NM_000293	16:47497399-47515601	.	.	.	.
NM_001042424	4:1900626-1904378,4:1900626-1918623,4:1900626-1930770,4:1900626-1935262,4:1900626-1939778,4:1974863-1976679	4:1900626-1939778|4:1900626-1918623|4:1900626-1935262|4:1900626-1930770|4:1900626-1904378,	.	.	.
NM_001135608	5:142885298-143057747	.	.	.	.
NM_003922	15:63696124-63716473	.	.	.	.
NM_198828	5:66605156-66788794	.	.	.	.
NM_001243143	15:41356039-41377304	.	.	.	.
NM_001243142	15:41356039-41377304	.	.	.	.
NM_001243144	15:41356039-41377304	.	.	.	.
NM_006047	20:35653528-35659014	.	.	.	.
NM_003035	1:47280241-47282459	.	.	.	.
NM_001286771	4:73085249-73092300,4:73118688-73125312	.	.	.	.
NM_000855	11:106939460-106940178	.	.	.	.
NM_004824	6:4891713-4892379	.	.	.	.
NM_024821	22:41808875-41813822	.	.	.	.
NM_024820	9:123557570-123652123	.	.	.	.
NM_024824	14:88575840-88610940	.	.	.	.
NM_001037808	16:28723164-28735582,16:28734520-28735582	.	16:28723164-28735582|16:28734520-28735582,	.	.
